PVM,Neste,Kemira,Metsa,Outokumpu,StoraEnso,UPM,Cargotec,Huhtamaki,Kone,Sanoma,Elisa,Nokia
30/12/2020,59.559,13.019,8.624,3.209,15.882,30.526,33.936,42.58,66.683,13.849,45.076,3.168
29/12/2020,59.359,13.037,8.548,3.191,15.896,30.55,34.064,42.768,67.376,13.89,45.174,3.21
28/12/2020,58.78,12.954,8.491,3.207,15.84,30.371,34.262,42.505,67.145,13.823,44.534,3.171
23/12/2020,58.081,12.659,8.492,3.168,15.482,29.857,33.421,42.104,65.886,13.856,44.637,3.156
22/12/2020,57.8,12.526,8.496,3.142,15.367,29.731,33.446,41.949,66.484,13.633,44.331,3.145
21/12/2020,56.97,12.386,8.55,3.079,15.466,29.512,33.102,41.359,66.555,13.557,44.453,3.125
18/12/2020,57.847,12.558,8.705,3.208,16.067,30.167,33.647,42.049,67.116,13.716,45.369,3.262
17/12/2020,57.95,12.427,8.501,3.28,15.7,30.316,33.46,41.729,66.401,13.499,44.532,3.295
16/12/2020,58.563,12.446,8.321,3.326,15.53,30.378,33.742,42.13,66.149,13.305,44.64,3.271
15/12/2020,58.444,12.247,8.203,3.204,15.281,29.973,32.721,41.933,67.685,13.206,44.381,3.312
14/12/2020,57.984,12.324,8.226,2.864,15.06,29.288,32.514,41.628,67.424,13.294,44.833,3.288
11/12/2020,58.46,12.419,8.306,2.856,14.777,29.064,31.898,40.947,67.422,13.003,44.473,3.322
10/12/2020,57.529,12.744,8.35,2.86,14.79,28.94,32.334,41.167,67.429,13.213,44.707,3.425
09/12/2020,58.218,12.784,8.356,2.944,14.91,29.381,33.173,41.617,67.362,13.427,44.641,3.462
08/12/2020,59.436,12.658,8.184,2.896,14.62,29.143,33.523,41.955,67.643,13.401,44.49,3.405
07/12/2020,59.273,12.646,8.029,2.973,14.459,28.902,33.207,41.378,67.46,13.062,43.922,3.318
04/12/2020,58.777,12.447,8.112,2.863,14.429,28.291,33.121,41.717,67.072,13.017,44.275,3.279
03/12/2020,57.765,12.267,8.136,2.666,14.54,28.511,33.526,41.715,68.276,12.993,44.448,3.292
02/12/2020,57.229,12.313,8.239,2.617,14.683,28.844,33.812,42.037,68.565,12.616,44.718,3.292
01/12/2020,56.525,12.299,7.817,2.6,14.604,28.877,34.006,42.54,68.867,12.257,44.92,3.344
30/11/2020,56.299,12.147,7.626,2.574,14.627,27.868,33.684,42.397,70.289,12.242,45.043,3.355
27/11/2020,57.086,12.343,7.58,2.637,14.438,28.108,34.261,43.187,69.44,12.353,45.413,3.415
26/11/2020,56.429,12.251,7.504,2.618,14.195,27.429,33.731,42.943,68.994,12.404,45.145,3.39
25/11/2020,57.95,12.333,7.432,2.622,14.33,27.12,34.095,43.149,68.732,12.532,45.228,3.409
24/11/2020,57.269,12.236,7.41,2.577,14.248,27.248,33.545,43.357,68.876,12.524,45.197,3.379
23/11/2020,55.382,12.128,7.413,2.525,14.122,27.01,31.729,44.505,70.626,12.368,45.782,3.299
20/11/2020,54.625,11.659,7.369,2.501,14.086,26.676,31.579,44.628,71.095,12.005,45.628,3.286
19/11/2020,53.694,11.609,7.448,2.481,14.055,26.536,31.577,44.898,70.541,12.126,45.363,3.247
18/11/2020,53.848,11.56,7.495,2.559,14.01,26.91,31.868,45.694,71.194,12.261,46.009,3.301
17/11/2020,52.964,11.454,7.299,2.571,13.96,26.58,31.857,46.144,71.105,12.212,45.484,3.263
16/11/2020,52.922,11.345,7.194,2.565,13.897,26.565,31.893,46.273,70.9,12.13,45.546,3.245
13/11/2020,52.367,11.108,7.078,2.498,13.794,26.323,30.877,45.634,71.605,12.024,45.121,3.192
12/11/2020,52.512,11.048,7.131,2.469,13.934,26.489,30.797,45.754,72.898,11.765,45.218,3.173
11/11/2020,53.621,11.219,7.17,2.467,14.271,26.83,31.408,45.656,73.508,11.839,45.177,3.122
10/11/2020,52.946,11.244,7.143,2.478,14.024,26.594,31.493,45.623,73.278,11.919,45.375,3.135
09/11/2020,51.207,11.178,7.25,2.407,14.036,26.113,30.788,46.013,74.114,12.36,44.918,3.093
06/11/2020,49.245,10.764,7.221,2.288,13.675,25.019,29.461,44.845,72.511,12.302,44.159,2.941
05/11/2020,49.185,10.742,7.199,2.258,13.668,24.994,29.528,45.048,72.92,12.474,44.386,2.985
04/11/2020,47.64,10.593,7.153,2.248,13.496,24.869,29.958,43.948,71.229,12.632,43.883,2.89
03/11/2020,47.486,10.662,6.899,2.237,13.297,24.865,29.947,43.367,70.398,12.466,43.264,2.847
02/11/2020,45.292,10.661,7.052,2.186,13.139,24.364,29.517,42.621,69.518,12.182,43.163,2.86
30/10/2020,44.672,10.611,7.066,2.138,12.912,24.153,28.865,41.749,68.359,12.359,42.205,2.862
29/10/2020,44.455,10.63,6.819,2.153,12.793,24.043,28.291,41.522,68.986,12.457,42.923,2.874
28/10/2020,44.226,10.7,6.768,2.206,12.486,24.25,28.082,41.407,68.421,11.963,43.356,3.447
27/10/2020,46.051,11.583,6.96,2.286,12.92,24.833,29.378,42.254,70.231,12.336,43.9,3.566
26/10/2020,47.728,11.729,7.092,2.357,13.306,25.618,30.389,42.621,70.615,12.345,44.467,3.593
23/10/2020,49.252,11.785,7.252,2.375,13.76,25.886,31.606,43.304,71.34,12.456,44.931,3.586
22/10/2020,49.886,11.641,7.352,2.29,13.828,25.926,32.352,43.854,71.692,12.395,44.784,3.594
21/10/2020,48.029,11.731,7.42,2.321,13.877,26.053,33.37,44.243,74.071,12.5,45.504,3.593
20/10/2020,48.4,11.951,7.547,2.313,14.481,26.354,32.96,44.056,74.954,12.771,46.3,3.58
19/10/2020,48.596,12.055,7.592,2.337,14.598,26.524,32.763,44.114,74.952,12.562,47.039,3.516
16/10/2020,48.64,11.829,7.627,2.297,14.64,26.381,33.07,44.319,75.401,11.803,47.402,3.418
15/10/2020,47.695,11.716,7.575,2.233,14.411,25.828,32.38,44.23,74.276,11.752,49.938,3.411
14/10/2020,48.185,11.883,7.559,2.271,14.552,26.263,32.624,44.193,75.01,11.748,50.795,3.452
13/10/2020,47.817,11.905,7.69,2.275,14.485,26.231,32.308,43.769,74.795,11.531,51.076,3.437
12/10/2020,47.402,11.878,7.694,2.349,14.514,26.532,32.664,43.439,74.703,11.733,50.278,3.423
09/10/2020,47.226,11.702,7.667,2.394,14.286,26.187,32.522,43.205,73.291,11.899,49.581,3.429
08/10/2020,46.735,10.937,7.191,2.407,14.37,26.003,32.498,42.916,72.829,12.045,49.43,3.316
07/10/2020,46.697,10.953,7.208,2.326,14.219,26.27,32.695,43.224,73.289,11.89,49.296,3.301
06/10/2020,46.381,11.091,7.284,2.318,14.273,26.37,33.184,43.029,73.149,12.129,50.136,3.369
05/10/2020,46.857,11.081,7.22,2.291,14.201,26.243,33.449,43.245,74.949,11.314,49.268,3.325
02/10/2020,46.187,10.79,7.161,2.236,13.772,25.874,34.491,43.01,74.106,11.232,48.795,3.259
01/10/2020,46.368,10.917,7.036,2.266,13.999,25.959,35.574,43.03,74.169,11.052,49.249,3.309
30/09/2020,45.318,10.847,7.062,2.258,13.832,26.008,28.939,42.009,75.002,10.929,50.321,3.352
29/09/2020,45.692,11.029,7.115,2.246,14.16,26.199,27.927,42.073,75.699,10.906,50.662,3.362
28/09/2020,46.485,11.083,7.089,2.183,14.069,26.543,26.876,41.976,74.719,10.749,50.84,3.308
25/09/2020,46.398,10.946,6.985,2.091,13.96,25.734,26.13,40.565,73.042,10.599,50.947,3.248
24/09/2020,47.245,10.802,6.907,2.093,13.847,26.043,26.285,40.281,73.17,10.652,50.694,3.304
23/09/2020,48.173,10.953,6.943,2.16,14.067,26.374,27.235,40.176,73.787,10.791,51.303,3.399
22/09/2020,48.401,10.923,6.98,2.187,14.017,26.204,27.382,40.348,73.461,10.601,50.975,3.366
21/09/2020,47.462,10.993,6.996,2.221,14.208,26.314,27.641,39.715,71.714,10.452,49.952,3.353
18/09/2020,48.868,11.443,7.075,2.336,14.547,27.31,28.935,41.184,72.953,10.763,50.595,3.483
17/09/2020,48.633,11.579,6.983,2.297,14.104,27.2,29.245,41.499,72.592,10.953,50.511,3.497
16/09/2020,47.477,11.697,7.001,2.22,14.058,27.284,29.151,41.685,73.217,10.978,50.034,3.533
15/09/2020,46.423,11.698,6.795,2.18,13.812,26.342,28.403,41.112,73.109,11.097,49.955,3.526
14/09/2020,46.212,11.624,6.746,2.176,13.747,26.447,26.166,41.151,72.507,11.01,49.644,3.482
11/09/2020,45.798,11.657,6.777,2.197,13.698,26.513,25.97,41.267,72.724,10.995,49.929,3.5
10/09/2020,46.045,11.417,6.8,2.245,13.662,26.345,26.239,41.226,72.953,11.004,50.065,3.524
09/09/2020,45.618,11.284,6.815,2.233,13.684,26.24,26.274,41.068,72.786,11.026,50.725,3.549
08/09/2020,44.994,11.094,6.698,2.242,13.647,26.046,25.926,40.447,70.684,10.979,50.337,3.581
07/09/2020,45.486,11.249,6.744,2.283,13.55,26.365,26.369,40.565,70.79,10.895,49.353,3.682
04/09/2020,45.567,11.191,6.721,2.278,13.479,26.277,26.144,40.222,70.597,10.711,48.869,3.791
03/09/2020,45.729,11.561,6.698,2.325,13.502,26.307,26.483,40.541,71.228,10.914,49.775,3.884
02/09/2020,46.867,11.641,6.839,2.316,12.913,25.781,26.428,40.753,73.158,10.802,50.367,4.002
01/09/2020,45.265,11.649,6.754,2.27,12.927,25.287,26.208,40.539,72.554,10.791,50.023,4.031
31/08/2020,44.828,11.627,6.767,2.3,12.822,25.468,26.777,40.601,72.11,10.8,49.373,4.1
28/08/2020,44.495,11.657,6.812,2.24,12.652,25.309,27.658,40.53,72.326,10.72,49.963,4.181
27/08/2020,44.677,11.833,6.856,2.244,12.73,25.553,28.091,40.882,72.885,10.659,50.214,4.233
26/08/2020,43.95,11.654,6.778,2.232,12.681,25.326,27.937,40.718,72.575,10.544,50.129,4.26
25/08/2020,43.777,11.732,6.754,2.234,12.398,24.77,27.706,40.368,71.929,10.508,50.79,4.251
24/08/2020,43.786,11.738,6.72,2.179,12.204,24.109,27.11,40.349,71.774,10.44,50.703,4.249
21/08/2020,42.738,11.496,6.702,2.159,12.228,23.586,26.486,39.579,70.839,10.223,50.111,4.204
20/08/2020,43.178,11.47,6.702,2.187,12.187,23.409,26.706,39.63,70.612,10.203,50.311,4.231
19/08/2020,42.995,11.619,6.7,2.225,12.343,23.485,27.055,39.987,70.769,10.27,50.534,4.251
18/08/2020,42.489,11.724,6.659,2.219,12.169,23.465,27.09,39.555,70.585,10.093,50.558,4.263
17/08/2020,42.699,11.849,6.66,2.218,12.254,23.375,27.13,39.552,70.832,10.102,50.716,4.25
14/08/2020,40.927,11.766,6.618,2.172,12.133,23.01,26.838,39.055,70.545,9.954,50.815,4.215
13/08/2020,41.214,11.863,6.651,2.193,12.358,23.123,27.441,39.109,71.4,10.006,51.32,4.244
12/08/2020,40.771,11.871,6.696,2.19,12.568,23.137,27.493,39.187,71.226,9.941,51.187,4.254
11/08/2020,40.454,11.596,6.648,2.2,12.617,23.082,27.368,39.587,70.74,9.738,50.275,4.212
10/08/2020,39.805,11.526,6.606,2.154,12.606,22.843,26.796,39.733,70.333,9.867,50.659,4.177
07/08/2020,39.99,11.478,6.532,2.15,12.54,22.874,26.289,39.384,70.267,9.751,50.374,4.192
06/08/2020,39.952,11.445,6.601,2.434,12.579,22.922,26.416,38.881,69.757,9.525,50.012,4.187
05/08/2020,39.907,11.501,6.538,2.441,12.431,23.148,26.667,38.913,69.526,9.613,50.442,4.254
04/08/2020,39.209,11.498,6.645,2.398,12.029,23.032,26.488,38.686,69.073,9.55,50.947,4.303
03/08/2020,39.268,11.373,6.674,2.321,12.016,22.948,25.737,38.041,68.918,9.512,51.011,4.227
31/07/2020,39.27,11.354,6.613,2.3,11.887,22.798,25.39,38.017,67.494,9.465,50.579,4.075
30/07/2020,39.193,11.385,6.487,2.313,11.989,23.132,25.529,38.27,67.281,9.288,50.782,3.591
29/07/2020,39.481,11.63,6.344,2.367,12.088,23.858,25.452,38.532,67.582,9.196,51.332,3.674
28/07/2020,40.045,11.687,6.389,2.326,12.022,23.941,25.201,38.78,66.956,9.308,51.402,3.662
27/07/2020,40.553,11.83,6.38,2.357,12.11,24.54,25.235,39.437,66.91,9.653,51.974,3.691
24/07/2020,41.475,11.896,6.283,2.364,12.089,24.554,24.794,40.179,66.474,9.317,52.567,3.72
23/07/2020,41.067,11.858,6.242,2.404,12.341,24.48,25.088,39.058,67.792,9.307,53.45,3.827
22/07/2020,36.795,11.758,6.166,2.373,12.203,24.199,24.34,35.465,66.883,9.255,53.204,3.847
21/07/2020,36.709,11.907,6.11,2.424,12.239,24.222,24.469,35.335,66.67,9.019,53.383,3.9
20/07/2020,37.07,11.924,6.068,2.373,11.884,24.095,25.32,35.244,66.429,9.029,54.031,3.857
17/07/2020,37.019,12.175,6.081,2.412,11.796,23.905,24.197,35.013,64.959,9.207,53.41,3.814
16/07/2020,36.907,12.094,5.993,2.419,11.729,23.638,22.246,34.741,65.601,9.024,53.091,3.731
15/07/2020,36.882,12.089,6.037,2.452,11.95,24.103,21.946,34.762,65.376,8.983,54.215,3.805
14/07/2020,36.562,11.876,6.004,2.419,11.792,24.048,21.193,34.063,64.346,8.863,55.923,3.736
13/07/2020,36.071,11.92,6.078,2.483,11.919,24.14,21.116,34.207,63.948,8.764,55.185,3.734
10/07/2020,35.42,11.743,5.978,2.381,11.828,24.099,20.259,33.813,62.435,8.923,55.242,3.648
09/07/2020,35.491,11.756,6.023,2.472,11.971,24.556,20.626,34.28,61.93,8.999,55.877,3.653
08/07/2020,35.581,11.737,6.017,2.474,12.037,24.943,20.812,34.661,61.471,9.09,55.641,3.702
07/07/2020,35.262,11.749,6.125,2.518,12.035,25.399,21.107,35.082,61.217,9.045,54.448,4.016
06/07/2020,35.757,11.827,6.195,2.561,11.973,25.772,21.273,35.315,61.768,9.087,54.362,4.124
03/07/2020,35.161,11.686,6.157,2.486,11.994,25.55,20.793,35.533,61.566,8.989,54.342,3.989
02/07/2020,35.296,11.701,6.236,2.6,12.196,25.574,20.913,35.739,61.73,9.132,54.504,3.953
01/07/2020,35.312,11.636,6.186,2.522,12.147,25.74,20.914,34.913,61.089,9.099,54.602,3.876
30/06/2020,34.77,11.432,6.106,2.512,12.055,25.688,20.587,35.069,61.278,8.996,54.153,3.869
29/06/2020,34.988,11.393,6.155,2.498,11.877,25.581,20.65,35.323,61.784,9.005,53.789,3.878
26/06/2020,35.245,11.529,6.198,2.515,11.935,25.715,20.636,35.398,61.767,9.023,54.061,3.913
25/06/2020,35.072,11.149,6.183,2.51,11.986,25.778,20.258,34.458,61.369,8.911,53.461,3.751
24/06/2020,35.368,11.357,6.343,2.563,12.249,26.33,20.907,35.349,61.45,8.922,53.18,3.801
23/06/2020,35.931,11.609,6.309,2.654,12.518,26.511,20.777,35.587,61.208,8.97,53.116,3.886
22/06/2020,35.214,11.566,6.369,2.599,12.408,26.446,20.222,35.411,61.201,8.817,53.417,3.838
18/06/2020,35.223,11.578,6.426,2.684,12.601,26.565,20.961,35.897,61.559,8.936,52.794,3.914
17/06/2020,34.685,11.713,6.432,2.752,12.608,26.57,20.866,35.679,60.483,8.938,53.047,3.932
16/06/2020,35.341,11.872,6.3,2.74,12.526,26.359,20.994,35.895,60.6,9.018,53.351,3.875
15/06/2020,34.307,11.426,6.137,2.556,12.268,25.538,19.748,34.558,59.075,8.73,52.505,3.709
12/06/2020,34.841,11.685,6.15,2.614,11.932,25.74,20.261,35.142,59.68,8.706,52.817,3.747
11/06/2020,34.902,11.708,6.446,2.649,12.006,25.474,20.419,35.095,60.208,8.789,53.108,3.755
10/06/2020,36.055,12.009,6.494,2.862,12.726,26.338,21.837,36.248,61.504,8.923,53.552,3.913
09/06/2020,36.024,11.944,6.48,2.926,12.814,27.009,22.044,36.279,61.329,8.934,53.606,3.927
08/06/2020,36.189,12.194,6.588,3.07,12.859,27.254,22.633,36.71,61.42,9.277,53.765,3.968
05/06/2020,36.603,12.113,6.558,2.995,12.968,27.11,22.09,37.252,61.42,9.127,54.183,3.91
04/06/2020,35.738,12.1,6.558,2.879,13.072,26.902,21.58,36.866,61.227,8.956,55.132,3.822
03/06/2020,35.072,11.887,6.589,2.885,13.059,26.774,21.547,36.818,60.915,8.979,54.454,3.857
02/06/2020,35.38,11.733,6.681,2.812,13.159,26.307,20.539,36.495,60.901,8.893,54.694,3.822
01/06/2020,35.746,11.509,6.673,2.723,13.043,26.206,20.082,35.979,60.905,8.766,56.398,3.722
29/05/2020,36.21,11.451,6.54,2.679,12.7,25.917,19.91,36.231,60.464,8.725,55.928,3.564
28/05/2020,36.765,11.74,6.613,2.658,13.047,26.123,21.076,36.463,61.759,8.56,54.371,3.576
27/05/2020,36.254,11.487,6.499,2.566,12.857,25.917,21.436,36.69,60.781,8.331,54.099,3.538
26/05/2020,35.817,11.181,6.521,2.502,12.53,25.642,19.984,35.26,61.032,8.224,54.197,3.544
25/05/2020,34.901,11.135,6.429,2.408,12.156,25.127,19.217,34.053,60.114,8.055,53.957,3.542
22/05/2020,34.715,11.167,6.388,2.34,11.821,25.052,18.781,34.069,59.459,8.085,54.144,3.468
20/05/2020,34.266,11.058,6.393,2.397,11.856,25.5,18.941,34.249,59.202,8.197,54.179,3.45
19/05/2020,32.889,11.062,6.359,2.377,11.803,25.417,19.177,33.928,57.67,8.182,53.722,3.382
18/05/2020,32.478,10.816,6.169,2.319,11.742,25.013,18.957,33.316,56.969,8.165,55.003,3.349
15/05/2020,30.878,10.461,6.127,2.222,11.486,23.858,18.433,32.348,56.447,8.004,54.29,3.169
14/05/2020,30.999,10.468,6.066,2.157,11.432,23.851,17.738,31.918,56.137,7.932,55.397,3.133
13/05/2020,31.993,10.748,6.275,2.231,12.199,24.48,18.712,33.059,57.319,8.162,56.156,3.26
12/05/2020,32.038,11.117,6.432,2.322,11.875,24.854,19.393,33.827,56.965,8.471,55.644,3.321
11/05/2020,31.781,11.123,6.512,2.371,12.052,24.987,19.777,33.719,56.706,8.435,55.161,3.319
08/05/2020,31.41,11.039,6.56,2.478,12.295,25.431,19.89,33.64,56.629,8.409,54.435,3.297
07/05/2020,30.747,10.935,6.474,2.418,11.996,25.058,19.317,33.648,55.948,8.478,53.528,3.291
06/05/2020,29.856,10.871,6.446,2.378,12.187,24.779,19.3,33.622,55.211,8.194,54.439,3.255
05/05/2020,31.193,11.143,6.363,2.399,12.242,25.003,19.35,33.602,54.384,7.992,55.125,3.219
04/05/2020,30.403,10.983,6.394,2.344,11.913,24.945,18.925,33.835,54.346,8.117,54.79,3.23
30/04/2020,32.252,11.167,6.594,2.546,12.265,25.396,20.404,34.727,55.728,8.358,55.478,3.363
29/04/2020,31.483,11.276,6.345,2.466,11.828,25.632,19.792,34.874,56.314,8.488,55.434,3.215
28/04/2020,30.197,10.698,6.155,2.365,11.706,25.214,18.891,32.544,55.255,8.577,55.779,3.171
27/04/2020,29.182,9.762,6.048,2.302,11.733,24.267,18.078,31.495,54.599,8.215,55.305,3.154
24/04/2020,29.295,9.563,5.963,2.285,11.675,24.053,17.361,30.995,53.71,8.027,56.11,3.109
23/04/2020,29.277,9.573,5.969,2.335,11.766,24.735,17.793,30.876,54.698,8.242,55.663,3.148
22/04/2020,29.089,9.421,5.948,2.322,11.81,24.171,18.332,30.53,54.814,8.246,55.384,3.135
21/04/2020,27.478,9.325,5.983,2.344,11.845,23.775,18.592,30.007,52.246,8.192,52.419,3.142
20/04/2020,29.116,9.535,5.961,2.484,11.55,24.163,19.03,30.161,52.685,8.399,53.728,3.195
17/04/2020,29.159,9.473,6.161,2.479,11.644,24.65,18.583,30.964,52.44,8.403,54.112,3.236
16/04/2020,28.475,9.313,6.275,2.444,12.01,24.119,17.786,30.896,51.468,8.274,54.162,3.136
15/04/2020,29.035,9.597,6.299,2.577,12.386,24.456,18.291,30.53,51.693,8.353,54.933,2.975
14/04/2020,29.691,9.932,6.332,2.803,12.334,25.112,19.221,31.964,52.272,8.694,55.483,3.073
09/04/2020,29.508,9.898,6.384,2.656,11.996,24.673,19.07,32.003,51.853,8.544,53.543,2.976
08/04/2020,29.03,9.646,6.192,2.467,11.85,24.476,18.42,30.402,51.767,8.32,53.25,2.932
07/04/2020,29.227,9.747,6.192,2.328,11.803,24.669,18.744,29.734,52.727,8.553,52.152,2.973
06/04/2020,28.267,9.391,6.094,2.206,11.444,23.735,17.281,28.541,51.957,8.267,53.228,2.884
03/04/2020,28.443,8.89,5.991,2.125,11.093,23.149,16.397,28.231,50.825,8.111,54.303,2.769
02/04/2020,28.894,8.774,5.937,2.166,11.022,23.085,16.496,28.022,50.746,8.145,58.06,2.788
01/04/2020,29.435,8.712,5.779,2.189,10.897,23.109,16.549,27.892,51.222,8.319,56.427,2.778
31/03/2020,30.239,8.807,5.654,2.261,10.926,24.892,16.773,29.295,51.637,8.2,56.24,2.843
30/03/2020,28.014,8.527,5.606,2.176,10.654,23.244,16.139,28.361,50.253,7.811,54.801,2.696
27/03/2020,29.459,8.625,5.639,2.274,10.97,23.157,16.98,28.083,50.4,7.676,53.736,2.728
26/03/2020,28.772,8.502,5.631,2.37,11.2,23.611,17.388,28.279,49.85,7.558,53.075,2.818
25/03/2020,27.922,8.604,5.638,2.43,11.06,23.44,17.046,27.644,47.287,7.94,52.084,2.79
24/03/2020,25.464,8.384,5.445,2.304,10.707,22.217,16.197,25.728,47.155,7.488,51.225,2.688
23/03/2020,23.077,8.196,5.336,2.135,10.435,21.15,15.538,24.93,46.737,7.22,51.811,2.495
20/03/2020,23.485,8.696,5.544,2.203,11.315,22.844,17.154,26.283,49.355,7.587,52.476,2.531
19/03/2020,21.671,8.296,5.399,2.145,11.509,21.491,16.649,23.983,49.63,7.116,53.232,2.31
18/03/2020,21.263,8.348,5.63,2.208,10.856,21.222,16.514,24.611,47.952,7.689,50.281,2.288
17/03/2020,23.175,8.434,5.324,2.263,9.569,21.854,18.031,26.312,46.728,7.849,47.255,2.288
16/03/2020,25.006,8.449,4.969,2.148,9.661,21.944,18.138,28.001,44.818,8.048,41.932,2.178
13/03/2020,28.485,9.155,5.089,2.364,10.17,23.298,19.804,31.345,46.35,8.968,44.254,2.401
12/03/2020,29.028,9.32,5.243,2.411,10.176,23.28,20.683,32.316,45.595,8.844,44.808,2.496
11/03/2020,31.316,10.185,5.645,2.762,11.266,24.93,22.2,35.165,47.142,9.812,48.513,2.835
10/03/2020,30.608,10.396,5.401,2.832,11.543,25.831,23.462,35.896,48,10.274,49.81,2.917
09/03/2020,30.999,10.528,5.332,2.852,11.317,25.61,23.397,35.548,47.658,10.221,51.043,2.944
06/03/2020,34.425,11.111,5.664,3.139,11.921,26.785,24.445,37.057,48.956,10.913,53.26,3.197
05/03/2020,36.158,11.346,5.796,3.288,12.178,27.654,25.369,38.2,50.665,11.395,55.342,3.338
04/03/2020,36.353,11.715,5.848,3.426,12.411,28.03,26.433,38.992,52.182,11.331,55.125,3.414
03/03/2020,36.043,11.761,5.69,3.538,12.438,28.542,26.871,39.121,50.968,10.941,54.519,3.46
02/03/2020,35.572,11.453,5.56,3.427,11.779,27.712,26.171,37.964,50.032,10.421,52.976,3.5
28/02/2020,35.668,11.471,5.453,3.446,11.406,27.581,26.162,37.172,50.454,10.261,52.249,3.476
27/02/2020,36.725,11.901,5.704,3.586,12.14,28.488,27.211,38.488,51.94,10.647,54.467,3.67
26/02/2020,37.372,12.237,5.597,3.646,12.199,29.082,27.476,38.947,51.679,10.612,55.193,3.61
25/02/2020,37.406,12.59,5.805,3.763,12.664,29.311,27.89,39.525,53.299,10.811,56.113,3.655
24/02/2020,37.778,12.824,5.941,3.826,12.775,29.556,29,40.374,53.873,10.796,57.095,3.68
21/02/2020,38.567,13.256,6.077,4.057,13.067,30.519,30.549,41.925,55.183,11.008,57.782,3.798
20/02/2020,39.108,13.269,6.099,4.151,13.081,30.521,30.881,42.078,54.754,11.088,57.725,3.827
19/02/2020,39.356,12.871,6.089,4.147,13.097,29.965,31.848,42.51,54.551,11.031,57.391,3.888
18/02/2020,38.753,12.835,6.134,4.136,13.042,29.597,32.073,42.984,54.311,10.904,56.618,3.892
17/02/2020,39.163,13.017,6.174,4.284,13.363,30.142,32.824,43.166,55.327,11.083,56.461,3.955
14/02/2020,39.054,13.072,6.179,4.298,13.428,30.084,32.799,44.121,57.813,11.327,56.403,3.954
13/02/2020,38.705,12.996,6.196,4.327,13.427,30.013,33.089,42.779,57.144,11.195,56.047,3.987
12/02/2020,38.469,13.244,6.299,4.391,13.371,30.358,33.523,41.691,57.499,11.557,55.741,4.045
11/02/2020,38.487,13.075,6.365,4.428,13.212,30.295,33.251,40.648,59.217,11.897,56.027,4.037
10/02/2020,38.323,14.102,6.253,4.385,13.211,29.613,33.411,40.328,58.868,11.201,55.507,3.89
07/02/2020,38.524,13.776,6.26,4.209,13.145,29.254,32.937,40.195,58.945,10.739,55.553,3.904
06/02/2020,36.599,13.878,6.23,4.25,13.306,30.116,33.967,40.441,59.348,10.8,55.196,3.72
05/02/2020,36.629,13.791,6.248,3.834,13.225,30.073,34.917,41.228,59.238,10.596,54.96,3.631
04/02/2020,36.155,13.843,6.169,3.286,13.064,29.133,34.261,41.251,58.906,10.734,54.251,3.59
03/02/2020,35.742,13.792,6.034,3.136,12.903,28.532,33.291,40.845,58.139,10.636,54.558,3.547
31/01/2020,36.001,13.69,6.134,3.127,13.124,28.719,33.651,40.341,58.381,10.739,54.456,3.536
30/01/2020,36.018,13.539,6.155,3.162,13.489,29.186,33.15,40.885,58.87,10.456,54.558,3.555
29/01/2020,35.42,13.79,6.188,3.213,13.875,28.486,33.323,41.024,59.994,10.304,53.606,3.628
28/01/2020,34.348,13.543,6.146,3.176,13.746,28.172,32.792,40.418,58.35,10.333,52.493,3.65
27/01/2020,33.76,13.416,6.138,3.096,13.894,28.212,32.792,40.197,58.19,10.353,52.482,3.597
24/01/2020,34.363,13.748,6.327,3.189,14.2,29.218,33.904,41.015,59.498,10.491,53.043,3.675
23/01/2020,34.383,13.676,6.284,3.154,14.22,28.996,33.608,40.562,59.113,10.57,52.526,3.676
22/01/2020,34.49,13.684,6.294,3.191,14.069,29.21,33.569,40.91,59.218,10.959,52.4,3.712
21/01/2020,34.338,13.685,6.301,3.215,13.984,29.211,33.813,40.851,59.31,10.939,51.766,3.734
20/01/2020,34.235,13.745,6.322,3.24,14.09,29.251,33.703,41.027,59.923,10.982,51.748,3.765
17/01/2020,34.051,13.473,6.33,2.864,13.843,29.028,34.069,40.931,60.097,10.995,50.993,3.758
16/01/2020,34.617,13.386,6.397,2.815,13.41,28.607,33.628,40.788,59.364,10.863,50.415,3.742
15/01/2020,34.246,13.366,6.329,2.811,13.314,28.618,32.523,40.507,59.776,10.791,50.231,3.637
14/01/2020,33.279,13.506,6.333,2.842,13.366,29.296,32.076,40.448,59.273,10.538,49.696,3.643
13/01/2020,32.217,13.406,6.315,2.789,13.435,29.98,31.986,40.623,58.817,10.455,49.812,3.684
10/01/2020,31.581,13.309,6.413,2.781,13.548,29.882,31.892,41.729,58.754,10.476,49.708,3.652
09/01/2020,30.764,13.326,6.369,2.847,13.39,29.879,30.806,40.795,58.843,9.697,49.681,3.638
08/01/2020,30.745,13.282,6.264,2.822,13.529,29.966,30.1,40.146,58.672,9.539,49.347,3.606
07/01/2020,31.131,13.298,6.36,2.832,13.802,30.448,30.384,40.601,58.819,9.585,49.721,3.569
03/01/2020,31.291,13.28,6.32,2.833,13.585,30.718,31.006,41.228,58.547,9.65,49.74,3.443
02/01/2020,31.22,13.443,6.355,2.911,13.74,31.173,31.744,41.724,58.465,9.678,49.306,3.442
30/12/2019,30.992,13.326,6.145,2.799,13.754,30.937,30.506,41.412,58.394,9.461,49.285,3.287
