PVM,Neste,Kemira,Metsa,Outokumpu,StoraEnso,UPM,Cargotec,Huhtamaki,Kone,Sanoma,Elisa,Nokia
28/04/2016,9.254,10.658,5.717,3.733,8.713,16.924,29.902,34.698,39.766,4.208,32.941,5.248
27/04/2016,8.973,10.657,5.664,3.746,8.752,16.542,29.77,34.576,39.759,4.194,33.153,5.225
26/04/2016,9.694,10.802,5.685,3.876,8.814,16.245,29.976,34.672,39.734,4.192,33.183,5.28
25/04/2016,9.668,10.064,5.688,4.105,8.474,14.956,30.316,34.858,39.953,4.175,33.172,5.284
22/04/2016,9.754,10.093,5.704,4.282,8.488,15.214,30.841,35.327,39.94,4.198,33.422,5.354
21/04/2016,9.679,10.171,5.599,4.269,8.532,15.362,30.93,34.743,40.979,4.16,34.326,5.361
20/04/2016,9.885,10.535,5.633,4.118,8.635,15.586,30.762,34.244,43.093,4.177,34.733,5.428
19/04/2016,9.934,10.519,5.721,3.942,8.65,15.431,30.071,33.995,42.893,4.152,34.717,5.53
18/04/2016,9.739,10.383,5.785,3.843,8.779,15.383,29.339,33.815,41.931,4.131,33.949,5.436
15/04/2016,9.739,10.253,5.8,3.792,8.806,15.244,29.392,33.617,42.105,4.169,33.684,5.44
14/04/2016,9.837,10.327,5.704,3.833,8.607,15.37,29.397,33.485,41.578,4.249,32.791,5.471
13/04/2016,9.905,10.177,5.45,3.813,8.519,15.12,29.245,33.532,41.237,4.219,32.78,5.323
12/04/2016,9.971,9.87,5.503,3.604,8.382,14.377,28.45,33.289,41.159,4.139,32.94,5.138
11/04/2016,9.91,9.933,5.568,3.621,8.471,14.49,28.346,33.218,41.346,4.207,32.725,5.241
08/04/2016,9.87,9.78,5.558,3.523,8.274,14.352,27.908,32.936,41.17,4.153,32.205,5.259
07/04/2016,9.851,9.718,5.664,3.525,8.249,15.081,27.612,32.576,40.533,4.019,31.975,5.114
06/04/2016,9.719,9.726,5.726,3.568,8.463,15.321,27.436,32.789,40.592,4.042,32.124,5.13
05/04/2016,9.669,9.76,5.667,3.607,8.302,15.612,27.52,32.444,40.492,4.043,31.924,5.109
04/04/2016,9.664,9.82,5.625,3.404,8.268,15.572,28.007,32.57,40.792,4.228,32.364,5.112
01/04/2016,9.584,9.783,5.652,3.504,8.381,15.588,27.798,32.314,41.055,4.263,32.256,5.112
31/03/2016,9.658,9.917,5.752,3.451,8.483,15.988,28.581,32.802,42.463,4.3,34.097,5.256
30/03/2016,10.113,10.126,5.764,3.492,8.565,16.362,28.912,33.112,42.961,4.342,34.18,5.33
29/03/2016,9.966,9.975,5.765,3.336,8.356,16.297,27.813,32.869,41.797,4.223,33.556,5.221
24/03/2016,9.921,10.082,5.828,3.302,8.368,16.369,27.932,32.97,41.586,4.174,33.248,5.204
23/03/2016,10.077,10.23,5.796,3.495,8.625,16.405,28.504,33.082,42.036,4.218,33.532,5.354
22/03/2016,10.061,10.171,5.723,3.637,8.973,16.026,30.088,32.474,41.948,4.196,33.318,5.392
21/03/2016,10.05,10.831,5.762,3.753,8.431,16.087,30.365,32.49,42.469,4.219,33.414,5.425
18/03/2016,10.049,10.86,5.837,3.881,8.534,16.107,30.399,32.38,42.489,4.215,33.464,5.438
17/03/2016,10.061,10.734,5.804,3.688,8.481,16.168,29.575,31.936,42.197,4.103,33.203,5.409
16/03/2016,9.924,10.728,5.798,3.56,8.404,15.914,29.193,31.877,42.196,4.147,33.202,5.432
15/03/2016,9.963,10.664,5.77,3.641,8.328,15.782,29.395,31.783,42.069,4.258,33.117,5.45
14/03/2016,9.905,10.658,5.753,3.672,8.228,15.988,29.813,31.675,41.999,4.234,33.155,5.463
11/03/2016,9.864,10.539,5.633,3.481,8.011,15.527,29.085,31.093,40.587,4.129,33.014,5.402
10/03/2016,9.916,10.532,5.661,3.313,7.878,15.42,28.696,30.728,40.664,4.129,32.683,5.404
09/03/2016,9.787,10.507,5.669,3.338,8.054,15.455,30.543,30.971,40.533,4.075,32.363,5.369
08/03/2016,9.661,10.484,5.604,3.378,8.125,15.315,30.676,30.728,40.365,4.085,32.084,5.43
07/03/2016,9.667,10.762,5.645,3.376,8.242,15.695,30.45,31.194,41.715,4.203,32.073,5.592
04/03/2016,9.606,10.752,5.594,3.362,8.293,16.044,29.49,30.928,41.406,4.247,32.364,5.602
03/03/2016,9.477,10.723,5.514,3.312,8.295,15.986,29.456,30.832,41.363,4.219,32.246,5.583
02/03/2016,9.417,10.642,5.526,3.22,8.337,15.86,29.128,30.958,41.04,4.163,33.008,5.678
01/03/2016,9.512,10.686,5.63,3.201,8.291,15.882,29.082,30.951,41.502,4.126,33.362,5.648
29/02/2016,9.646,10.507,5.565,3.05,7.784,15.526,28.588,30.441,40.931,4.108,32.749,5.571
26/02/2016,9.808,10.507,5.547,2.922,7.78,15.407,28.855,30.676,41.102,4.119,32.903,5.626
25/02/2016,9.78,10.297,5.467,2.86,7.723,15.286,28.197,30.353,40.247,4.191,33.018,5.574
24/02/2016,9.424,9.988,5.475,2.923,7.676,15.173,27.996,30.269,39.956,4.338,32.446,5.479
23/02/2016,9.533,9.997,5.579,3.155,7.914,15.688,28.946,30.717,40.914,4.583,33.163,5.591
22/02/2016,9.576,10.08,5.641,3.07,8.091,15.968,28.816,31.067,41.051,4.599,33.222,5.601
19/02/2016,9.254,9.928,5.54,2.994,7.914,15.648,28.309,30.757,40.2,4.603,32.54,5.454
18/02/2016,9.325,9.897,5.549,3.001,7.81,15.572,28.378,31.024,39.866,4.694,32.715,5.581
17/02/2016,9.142,9.541,5.495,2.98,7.666,15.247,27.388,30.377,39.338,4.627,32.256,5.464
16/02/2016,8.937,9.282,5.461,2.849,7.428,14.709,26.64,29.921,38.345,4.476,31.425,5.304
15/02/2016,8.911,9.107,5.379,2.889,7.529,14.727,26.751,30.125,38.369,4.502,31.737,5.288
12/02/2016,8.67,9.039,5.205,2.431,7.005,14.05,25.6,29.576,37.345,4.296,30.718,5.2
11/02/2016,8.64,9.215,5.281,2.189,6.957,13.91,25.977,29.134,37.715,4.147,30.819,5.233
10/02/2016,8.676,10.149,5.318,2.121,7.021,14.357,26.242,30.101,39.171,3.988,31.543,5.336
09/02/2016,8.528,9.948,5.041,2.13,6.883,14.099,27.708,29.68,39.113,3.824,31.259,5.266
08/02/2016,8.855,10.287,5.396,2.288,7.061,14.503,28.068,30.291,39.778,3.726,31.755,5.281
05/02/2016,9.303,10.565,5.526,2.299,7.176,14.962,29.464,31.216,40.922,3.879,32.893,5.539
04/02/2016,10.097,10.355,5.79,2.32,7.585,15.121,28.819,31.438,40.544,3.769,33.055,5.684
03/02/2016,9.521,10.359,5.952,2.215,7.703,15.642,28.704,32.109,40.117,3.831,33.458,5.787
02/02/2016,9.523,10.39,6.059,2.243,7.741,15.853,29.097,32.697,39.83,3.961,34.035,5.808
01/02/2016,9.553,10.44,6.045,2.234,7.641,15.06,29.288,32.853,40.537,4.183,34.049,5.896
29/01/2016,9.559,10.337,6.053,2.25,7.577,14.946,29.185,32.228,39.983,4.245,33.228,6.562
28/01/2016,9.485,10.433,6.082,2.253,7.567,15.009,29.699,31.903,39.882,4.289,33.865,6.562
27/01/2016,9.497,10.341,6.091,2.261,7.565,15.008,29.175,32.163,39.053,4.153,34.605,6.638
26/01/2016,9.412,10.224,6.178,2.297,7.482,14.795,28.9,31.969,38.063,4.067,34.326,6.665
25/01/2016,9.41,10.251,6.133,2.273,7.575,14.911,29.403,32.275,37.851,4.041,34.38,6.653
22/01/2016,9.311,10.212,6.263,2.334,7.584,14.936,29.345,31.863,37.582,3.95,34.175,6.689
21/01/2016,9.008,9.697,6.037,2.143,7.247,14.565,28.072,30.567,36.699,3.689,32.619,6.483
20/01/2016,8.788,9.669,6.212,2.11,7.279,14.472,28.357,30.848,36.468,3.619,32.413,6.462
19/01/2016,8.805,9.815,6.316,2.249,7.467,14.913,29.365,31.649,37.708,3.642,33.556,6.642
18/01/2016,8.62,9.76,6.285,2.268,7.249,14.636,28.643,31.147,37.411,3.566,33.093,6.522
15/01/2016,8.641,9.916,6.513,2.345,7.445,14.854,29.298,31.425,37.359,3.637,33.442,6.68
14/01/2016,8.82,10.036,6.584,2.33,7.666,15.504,30.402,32.325,37.743,3.797,34.154,6.733
13/01/2016,9.245,10.358,6.85,2.425,8.253,16.882,32.35,33.649,38.617,3.955,35.257,6.918
12/01/2016,9.03,10.274,6.657,2.426,8.034,16.709,32.048,33.276,37.441,3.968,35.16,6.887
11/01/2016,9.001,10.157,6.494,2.476,7.985,16.531,31.495,32.523,36.555,3.879,34.622,6.889
08/01/2016,8.891,10.285,6.438,2.476,8.025,16.32,31.613,32.363,36.444,3.921,34.783,6.793
07/01/2016,8.824,10.193,6.413,2.418,7.83,16.113,31.115,31.909,36.109,3.861,33.88,6.542
05/01/2016,9.117,10.554,6.599,2.609,8.28,16.676,32.822,32.767,37.768,3.924,33.899,6.66
04/01/2016,9.039,10.648,6.61,2.61,8.211,16.731,33.271,32.825,37.891,3.852,33.944,6.57
30/12/2015,9.211,10.894,6.818,2.733,8.398,17.218,34.48,33.437,39.246,3.915,34.808,6.619
29/12/2015,9.229,10.844,6.778,2.747,8.439,17.22,34.224,33.142,39.323,3.815,35.003,6.603
28/12/2015,9.148,10.8,6.687,2.827,8.413,17.023,33.988,32.507,39.08,3.753,34.613,6.508
23/12/2015,9.136,10.807,6.632,2.797,8.517,17.18,33.985,32.361,38.776,3.823,34.317,6.583
22/12/2015,8.97,10.564,6.715,2.608,8.467,16.974,33.115,32.217,38.196,3.748,33.643,6.545
21/12/2015,9.05,10.631,6.818,2.574,8.668,17.14,33.295,32.448,38.502,3.822,34.172,6.516
18/12/2015,9.073,10.744,6.726,2.502,8.515,17.314,32.959,32.794,38.603,3.813,34.742,6.364
17/12/2015,9.111,10.893,6.726,2.568,8.742,17.57,34.01,33.234,39.626,3.849,35.26,6.516
16/12/2015,9.053,10.782,6.53,2.612,8.56,17.175,33.172,32.923,39.42,3.802,34.419,6.455
15/12/2015,8.89,10.84,6.442,2.641,8.481,16.834,32.577,32.961,39.007,3.774,33.836,6.344
14/12/2015,8.73,10.813,6.238,2.531,8.345,16.497,32.451,32.338,38.345,3.746,33.17,6.315
11/12/2015,8.66,10.996,6.309,2.63,8.454,16.767,32.664,32.748,38.689,3.886,33.472,6.315
10/12/2015,8.826,11.203,6.455,2.631,8.736,17.13,33.91,33.518,39.598,4.09,33.979,6.446
09/12/2015,8.667,10.999,6.403,2.452,8.58,16.886,33.495,33.503,38.151,4.097,34.199,6.515
08/12/2015,8.885,11.005,6.585,2.486,8.711,17.135,34.672,33.822,38.73,4.2,34.476,6.69
07/12/2015,8.928,11.339,6.799,2.68,8.867,17.54,35.045,34.431,39.736,4.301,35.126,6.834
04/12/2015,8.761,11.235,6.625,2.769,8.767,17.243,34.673,33.425,39.01,4.368,34.541,6.765
03/12/2015,8.912,11.414,6.813,2.811,9.238,17.558,35.453,34.025,40.031,4.453,35.027,6.937
02/12/2015,9.148,11.572,6.835,2.853,9.316,17.947,35.47,34.69,40.644,4.506,35.228,7.043
01/12/2015,9.102,11.443,6.765,2.936,9.283,17.968,35.045,34.286,40.429,4.551,35.092,6.971
30/11/2015,9.063,11.375,6.611,2.891,9.282,18.01,34.799,34.327,40.251,4.416,35.233,6.828
27/11/2015,8.726,11.449,6.552,2.873,9.194,17.882,34.457,33.904,40.244,4.349,35.1,6.809
26/11/2015,8.719,11.49,6.521,2.927,9.143,17.852,34.654,33.879,40.485,4.433,35.058,6.855
25/11/2015,8.588,11.366,6.471,2.752,9.055,17.586,34.778,33.755,40.134,4.507,34.789,6.848
24/11/2015,8.426,11.195,6.543,2.818,9.217,17.564,34.213,33.284,39.585,4.603,34.762,6.848
23/11/2015,8.482,11.281,6.569,2.81,9.223,17.835,34.337,33.903,40.449,4.561,35.111,6.924
20/11/2015,8.333,11.206,6.538,2.924,9.231,17.815,33.488,33.973,40.251,4.586,34.972,6.904
19/11/2015,8.411,11.336,6.438,2.935,9.518,18.009,33.574,33.896,40.179,4.615,35.584,6.811
18/11/2015,8.355,11.46,6.546,2.854,9.446,17.99,33.853,33.613,40.248,4.545,35.5,6.828
17/11/2015,8.299,11.332,6.498,2.848,9.324,17.888,33.793,33.59,40.318,4.46,35.76,6.834
16/11/2015,8.156,11.026,6.438,2.851,9.232,17.61,32.723,32.85,39.646,4.328,34.897,6.722
13/11/2015,8.041,10.966,6.383,2.87,9.188,17.495,32.487,32.728,39.28,4.309,34.472,6.705
12/11/2015,8.19,10.898,6.469,2.879,9.192,17.692,32.772,33.302,39.641,4.283,34.649,6.882
11/11/2015,8.118,11.082,6.383,2.971,9.332,17.842,33.812,33.339,39.896,4.457,34.728,6.831
10/11/2015,8.018,11.023,6.269,2.97,9.117,17.562,33.411,32.876,39.749,4.373,34.545,6.793
09/11/2015,8.036,11.121,6.281,3.063,9.152,17.633,34.139,32.846,40.143,4.357,34.211,6.946
06/11/2015,8.016,11.079,6.166,2.944,8.951,17.544,33.699,33.148,40.141,4.276,34.5,6.962
05/11/2015,7.996,11.103,6.127,2.926,8.943,17.538,33.988,32.298,40.018,4.237,34.387,6.944
04/11/2015,8.006,11.067,6.063,3.211,8.972,17.747,34.133,32.187,39.783,4.238,34.159,6.999
03/11/2015,7.648,11.005,5.923,3.211,8.774,17.553,33.624,32.275,39.134,4.189,34.276,6.827
02/11/2015,7.547,10.949,5.803,3.061,8.694,17.292,33.305,32.431,38.959,4.09,34.341,6.769
30/10/2015,7.386,10.801,5.733,3.097,8.503,17.042,32.418,32.13,38.767,3.982,34.289,6.746
29/10/2015,7.293,10.879,5.599,3.18,8.477,16.768,32.196,32.256,38.728,3.83,34.467,6.656
28/10/2015,7.201,10.662,5.626,3.31,8.549,16.575,32.323,32.008,38.904,3.38,34.364,6.017
27/10/2015,7.168,10.7,5.674,3.376,8.75,16.704,32.414,31.874,38.237,3.398,34.423,5.998
26/10/2015,7.209,11.114,5.7,3.569,8.702,16.959,32.069,31.971,38.317,3.493,34.428,6.102
23/10/2015,7.247,11.127,5.703,3.403,8.704,16.856,31.17,31.901,38.438,3.49,34.374,6.207
22/10/2015,7.399,11.697,5.551,3.189,8.716,16.74,29.853,31.456,37.195,3.462,33.538,6.251
21/10/2015,7.523,11.347,5.497,3.316,8.578,16.423,29.456,29.521,36.671,3.536,33.402,6.169
20/10/2015,7.539,11.353,5.451,3.363,8.656,16.227,27.507,29.457,36.644,3.632,33.143,6.14
19/10/2015,7.362,11.263,5.471,3.374,8.577,16.084,27.621,29.22,36.54,3.607,32.613,6.196
16/10/2015,7.335,11.09,5.314,2.941,8.477,15.922,27.9,27.719,36.149,3.544,31.945,6.163
15/10/2015,7.312,11.264,5.15,2.997,8.52,15.82,27.847,27.438,36.839,3.527,31.519,6.15
14/10/2015,7.134,11.307,5.17,3.001,8.433,15.466,27.555,27.018,36.789,3.574,31.179,6.055
13/10/2015,7.096,11.229,5.197,2.807,8.409,15.356,27.515,27.431,36.86,3.57,31.261,6.086
12/10/2015,7.027,11.373,5.282,3.119,8.533,15.518,28.106,27.439,37.445,3.621,30.816,6.151
09/10/2015,7.176,11.416,5.169,3.177,7.835,14.855,28.503,27.63,37.64,3.591,31.006,6.17
08/10/2015,7.161,11.242,5.217,2.978,7.611,14.443,28.051,27.569,37.569,3.476,31.441,6.222
07/10/2015,7.229,11.231,5.192,2.876,7.718,14.562,28.173,27.775,37.675,3.404,31.957,6.244
06/10/2015,7.25,11.145,5.076,2.604,7.401,14.388,26.982,27.967,36.939,3.349,31.895,6.24
05/10/2015,7.1,10.926,5.077,2.397,7.288,14.147,26.364,27.916,36.105,3.388,31.335,6.189
02/10/2015,7.014,10.628,4.995,2.162,7.031,13.634,24.998,27.484,34.838,3.319,30.165,6.063
01/10/2015,6.98,10.468,5.138,2.115,6.994,13.546,24.774,27.427,34.42,3.261,30.304,6.035
30/09/2015,6.915,10.315,5.013,2.085,7.039,13.411,24.449,27.397,33.917,3.246,30.232,6.078
29/09/2015,6.989,10.196,5.007,2.078,6.801,13.319,24.095,26.738,32.586,3.253,29.954,5.834
28/09/2015,6.992,10.269,5.142,2.119,6.973,13.433,24.243,27.026,32.397,3.332,30.555,5.866
25/09/2015,7.128,10.5,5.15,2.289,7.091,13.742,24.658,27.472,32.85,3.368,30.784,5.956
24/09/2015,7.09,10.363,5.204,2.3,6.992,13.439,24.325,27.013,32.796,3.371,29.484,5.895
23/09/2015,7.137,10.647,5.184,2.464,7.027,13.735,24.871,26.864,33.946,3.604,29.717,5.979
22/09/2015,7.376,10.66,5.249,2.674,7.1,13.635,24.646,26.729,34.396,3.721,29.661,5.867
21/09/2015,7.862,10.884,5.183,3.274,7.205,13.968,25.69,27.276,35.17,3.91,30.03,5.935
18/09/2015,7.837,10.571,5.237,3.29,7.211,13.884,25.854,26.846,34.919,3.839,29.685,5.871
17/09/2015,8.018,10.603,5.198,3.404,7.438,14.131,26.339,27.103,35.214,3.755,29.848,5.975
16/09/2015,7.965,10.65,,3.403,7.544,14.227,27.323,27.688,35.422,3.724,29.815,5.976
15/09/2015,7.945,10.616,5.293,3.323,7.512,14.271,26.712,27.636,34.375,3.605,29.811,5.884
14/09/2015,8.114,10.747,5.365,3.441,7.617,14.418,26.943,27.866,34.382,3.641,30.013,5.888
11/09/2015,8.028,11.06,,3.544,7.805,14.706,27.257,27.802,34.823,3.746,29.998,5.804
10/09/2015,7.968,11.173,5.39,3.56,8.094,15.015,27.524,28.042,35.042,3.719,30.649,5.856
09/09/2015,7.966,11.196,5.412,3.672,8.26,15.212,28.06,28.208,35.367,3.661,30.709,5.892
08/09/2015,7.809,10.897,5.324,3.536,7.973,14.901,27.685,27.9,34.367,3.491,30.069,5.685
07/09/2015,7.596,10.6,5.337,3.586,7.874,14.683,27.177,28.146,34.021,3.396,29.655,5.581
04/09/2015,7.555,10.609,5.423,3.657,7.827,14.559,27.209,28.115,34.236,3.326,29.539,5.627
03/09/2015,7.613,10.455,5.418,3.692,7.871,14.843,27.752,28.853,34.723,3.354,29.723,5.69
02/09/2015,7.435,10.281,5.31,3.604,7.694,14.566,27.355,28.403,34.082,3.268,28.179,5.534
01/09/2015,7.393,10.377,5.278,3.628,7.81,14.562,27.539,28.569,34.196,3.243,28.967,5.461
31/08/2015,7.64,10.589,5.4,3.874,8.076,14.879,28.09,28.891,35.092,3.349,29.673,5.59
28/08/2015,7.775,10.611,5.409,4.061,8.104,15.069,28.665,28.977,35.079,3.459,29.469,5.61
27/08/2015,7.877,10.669,5.403,3.769,8.036,15.013,28.488,28.995,35.415,3.494,29.628,5.656
26/08/2015,7.695,10.47,5.298,3.339,7.751,14.542,28.429,28.433,34.704,3.494,28.938,5.5
25/08/2015,7.649,10.523,5.28,3.482,7.716,14.541,28.277,27.721,35.231,3.54,28.879,5.413
24/08/2015,7.384,10.171,5.214,3.39,7.581,14.434,27.725,27.896,34.237,3.391,27.58,5.164
21/08/2015,7.842,10.953,5.495,3.703,8.067,15.431,29.968,29.544,35.616,3.37,29.142,5.583
20/08/2015,8.039,11.238,5.622,3.755,8.259,15.823,31.04,30.438,36.071,3.301,29.694,5.732
19/08/2015,8.21,11.426,5.801,3.848,8.465,16.139,32.444,31.137,36.903,3.272,30.318,5.903
18/08/2015,8.282,11.69,5.875,3.975,8.51,16.347,32.802,31.488,37.1,3.328,30.741,5.999
17/08/2015,8.312,11.732,5.873,4.029,8.577,16.292,32.517,31.44,37.197,3.342,30.6,5.943
14/08/2015,8.205,11.769,5.849,4.069,8.572,16.41,32.84,31.428,37.431,3.308,30.634,5.985
13/08/2015,8.18,11.662,5.873,4.144,8.525,16.342,32.901,30.752,37.641,3.273,30.505,6.033
12/08/2015,8.027,11.313,5.758,4.098,8.409,16.288,32.282,30.514,36.398,3.186,30.287,5.897
11/08/2015,8.17,11.645,5.929,4.43,8.654,16.97,33.439,31.401,38.221,3.282,31.095,6.102
10/08/2015,8.183,11.696,6.025,4.544,8.754,17.353,32.963,31.672,39.424,3.366,31.151,6.232
07/08/2015,8.126,11.707,6.056,4.495,8.663,17.324,32.884,31.189,39.499,3.39,30.989,6.226
06/08/2015,8.033,11.826,6.32,4.548,8.801,17.24,33.038,32.165,39.627,3.406,31.279,6.329
05/08/2015,7.933,11.784,6.412,4.552,8.777,17.231,32.005,32.294,39.145,3.396,31.383,6.352
04/08/2015,8.505,11.777,6.37,4.272,8.756,16.973,31.893,32.393,38.703,3.353,31.364,6.363
03/08/2015,8.44,11.811,6.37,4.137,8.645,16.851,31.499,32.284,38.296,3.353,31.12,6.385
31/07/2015,8.441,11.711,6.252,4.221,8.562,16.722,31.464,32.256,38.031,3.346,30.489,6.404
30/07/2015,8.645,11.685,6.147,4.18,8.693,16.502,31.305,32.256,37.862,3.439,30.644,6.427
29/07/2015,8.433,11.597,6.142,4.203,8.7,16.397,31.248,32.37,37.086,3.435,30.707,5.986
28/07/2015,8.377,11.489,6.103,4.01,8.577,16.241,31.074,31.739,36.861,3.415,29.967,6.018
27/07/2015,8.344,11.392,5.903,3.937,8.428,16.008,31.275,31.243,36.773,3.5,29.858,6.087
24/07/2015,8.488,11.62,6.043,4.126,8.552,16.183,32.11,31.014,37.559,3.598,30.336,6.264
23/07/2015,8.465,11.467,6.02,3.732,8.759,16.378,32.494,29.072,37.416,3.613,30.372,6.173
22/07/2015,8.369,11.233,6.062,4.017,8.932,16.423,32.507,29.102,36.92,3.745,30.438,6.171
21/07/2015,8.45,10.938,6.003,4.076,9.17,16.812,33.12,29.57,38.531,3.832,30.326,6.27
20/07/2015,8.377,10.946,5.959,3.97,9.875,17.315,36.212,30.233,39.779,3.919,31.111,6.329
17/07/2015,8.268,10.782,5.928,3.962,9.75,17.171,35.456,29.122,38.398,4.115,30.869,6.314
16/07/2015,8.197,10.688,5.87,4.033,9.718,17.275,34.98,29.218,35.591,4.221,29.882,6.191
15/07/2015,8.129,10.582,5.767,4.031,9.488,17.044,34.334,28.92,35.305,4.79,30.183,6.141
14/07/2015,8.158,10.461,5.755,4.065,9.3,16.678,34.378,28.652,36.195,4.733,30.252,6.094
13/07/2015,7.892,10.287,5.742,4.016,9.337,16.626,34.369,28.761,35.594,4.856,29.795,6.126
10/07/2015,7.733,10.229,5.723,4.005,9.192,16.269,33.742,28.239,35.22,4.784,29.31,6.067
09/07/2015,7.492,10.019,5.356,3.837,8.899,15.785,32.755,27.533,34.951,4.663,28.455,5.902
08/07/2015,7.28,9.821,5.273,3.747,8.648,15.234,32.269,27.115,34.529,4.617,27.902,5.794
07/07/2015,7.31,9.85,5.395,3.78,8.782,15.102,32.882,27.242,34.587,4.596,27.969,5.825
06/07/2015,7.317,9.972,5.58,3.975,8.94,15.509,33.328,27.572,35.388,4.637,28.035,5.964
03/07/2015,7.374,10.019,5.677,4.124,9.075,15.718,34.296,27.774,35.941,4.648,28.117,6.068
02/07/2015,7.535,10.109,5.583,4.274,9.1,15.739,34.436,27.992,36.09,4.669,28.735,6.138
01/07/2015,7.61,10.303,5.548,4.462,9.351,15.936,34.332,28.136,36.679,4.742,28.695,6.256
30/06/2015,7.627,10.221,5.572,4.611,9.287,15.946,34.215,27.635,36.623,4.654,28.459,6.126
29/06/2015,7.67,10.354,5.65,4.739,9.342,16.103,34.824,27.946,37.434,4.637,28.733,6.223
26/06/2015,7.732,10.554,5.622,5,9.668,16.529,35.956,28.416,37.998,4.706,29.174,6.472
25/06/2015,7.555,10.54,5.691,5.012,9.613,16.446,35.949,28.194,37.898,4.747,29.228,6.458
24/06/2015,7.588,10.61,5.623,5.142,9.451,16.118,35.91,28.551,37.72,4.693,28.835,6.517
23/06/2015,7.628,10.653,5.572,5.184,9.434,16.251,35.389,29.173,37.518,4.535,28.621,6.566
22/06/2015,7.533,10.544,5.62,5.022,9.297,16.169,34.674,28.751,36.968,4.397,28.231,6.471
18/06/2015,7.354,10.316,5.615,4.909,8.938,15.518,33.201,27.882,36.261,4.286,27.24,6.317
17/06/2015,7.311,10.316,5.578,4.974,8.994,15.428,33.563,28.033,36.409,4.282,26.889,6.322
16/06/2015,7.281,10.309,5.711,4.853,8.814,15.5,33.148,27.947,36.565,4.222,26.914,6.286
15/06/2015,7.258,10.314,5.718,4.889,8.939,15.395,33.324,28.265,37.21,4.239,26.941,6.234
12/06/2015,7.396,10.459,5.8,5.056,9.176,15.61,34.002,28.848,37.818,4.29,27.215,6.387
11/06/2015,7.509,10.654,5.672,5.233,9.255,15.809,35.542,28.961,38.3,4.383,27.253,6.448
10/06/2015,7.41,10.555,5.75,5.201,9.086,15.71,34.991,28.636,37.44,4.3,27.067,6.391
09/06/2015,7.572,10.409,5.867,5.037,8.885,15.519,34.77,28.46,36.885,4.22,27.17,6.346
08/06/2015,7.72,10.195,5.883,5.076,9.007,15.601,34.543,28.878,37.602,4.25,27.546,6.379
05/06/2015,7.78,10.456,5.795,5.115,9.143,15.96,34.556,29.565,37.427,4.298,27.684,6.461
04/06/2015,7.796,10.649,5.722,5.243,9.252,16.002,35.068,30.118,37.392,4.423,27.875,6.595
03/06/2015,7.914,10.867,5.819,5.286,9.454,16.335,35.551,30.609,38.194,4.453,28.16,6.633
02/06/2015,7.923,10.838,5.938,4.946,9.573,16.332,35.287,30.517,38.757,4.415,28.159,6.64
01/06/2015,7.925,10.706,5.797,4.951,9.528,16.38,34.662,30.864,38.407,4.327,28.017,6.71
29/05/2015,7.707,10.82,5.923,4.992,9.554,16.455,34.765,30.858,38.451,4.373,27.882,6.69
28/05/2015,7.755,10.909,5.88,5.11,9.75,16.677,35.277,30.517,39.089,4.492,27.438,6.733
27/05/2015,7.705,10.881,5.964,5.164,9.693,16.7,35.497,30.477,39.129,4.579,27.429,6.73
26/05/2015,7.669,10.686,5.935,5.175,9.727,16.644,35.29,30.454,39.192,4.525,27.214,6.584
25/05/2015,7.713,10.779,6.03,5.265,9.72,16.79,35.684,30.401,39.611,4.58,27.312,6.517
22/05/2015,7.752,10.934,6.122,5.283,9.715,17.037,35.996,30.554,39.939,4.639,27.453,6.605
21/05/2015,7.738,10.893,6.115,5.335,9.735,16.807,36.29,30.749,39.946,4.693,27.382,6.582
20/05/2015,7.76,10.901,5.962,5.273,9.807,16.802,35.998,31,39.933,4.701,27.461,6.384
19/05/2015,7.622,10.837,5.882,5.32,9.499,16.407,36.151,30.751,39.605,4.6,27.416,6.264
18/05/2015,7.429,10.559,6.001,5.34,9.362,15.915,36.531,30.314,39.233,4.562,27.387,6.062
15/05/2015,7.531,10.594,5.9,5.612,9.332,16.123,36.897,30.154,39.622,4.607,27.379,6.086
13/05/2015,7.522,10.419,5.802,5.396,9.229,15.833,36.344,29.516,39.194,4.586,27.319,6.168
12/05/2015,7.477,10.495,5.805,5.114,9.042,15.487,35.775,29.099,38.618,4.572,27.056,6.14
11/05/2015,7.677,10.762,5.796,5.322,9.47,16.079,36.876,29.4,39.391,4.667,27.419,6.278
08/05/2015,7.684,10.676,5.524,5.378,9.328,16.035,36.749,29.086,39.361,4.655,27.212,6.167
07/05/2015,7.564,10.433,5.289,5.3,8.825,15.638,35.454,28.579,38.576,4.554,27.128,5.882
06/05/2015,7.619,10.506,5.462,5.305,9.119,15.852,35.965,28.818,38.549,4.602,27.276,5.827
05/05/2015,7.921,10.556,5.501,5.225,9.394,16.116,35.78,28.844,38.878,4.665,27.411,5.907
04/05/2015,8.143,10.531,5.458,5.398,9.466,16.368,36.312,28.98,39.093,4.673,27.522,5.932
30/04/2015,8.124,10.457,5.451,5.328,9.38,16.114,35.838,28.494,38.364,4.657,27.293,6.127
29/04/2015,8.239,10.716,5.813,5.658,9.514,16.365,35.776,28.957,39.317,4.798,27.416,6.865
28/04/2015,8.474,11.153,6.029,6.292,9.944,17.089,35.774,29.547,40.4,5.267,27.645,7.017
